discriminant,regime_code,x,sigma,diffusion,U_geom,U_fin,U_eff
-1.600000000000000033e-02,-1.000000000000000000e+00,9.599999999999999645e-01,2.184320000000000150e-01,2.385626931200000161e-02,-4.368640000000000023e-03,4.837271050554395324e-02,4.400407050554395322e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,9.674999999999998046e-01,2.187211250000000162e-01,2.391946526063281481e-02,-4.374422500000000810e-03,4.826233091284560378e-02,4.388790841284560124e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,9.749999999999996447e-01,2.190124999999999988e-01,2.398323757812500026e-02,-4.380250000000000463e-03,4.815207577264916938e-02,4.377182577264916719e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,9.824999999999999289e-01,2.193061250000000184e-01,2.404758823125781667e-02,-4.386122500000000715e-03,4.804195130895876770e-02,4.365582880895876872e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,9.899999999999997691e-01,2.196019999999999917e-01,2.411251920199999899e-02,-4.392039999999999833e-03,4.793196372118765924e-02,4.353992372118765941e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,9.975000000000000533e-01,2.199001250000000018e-01,2.417803248750781397e-02,-4.398002500000000418e-03,4.782211918357476277e-02,4.342411668357476495e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.004999999999999893e+00,2.202005000000000212e-01,2.424413010012500466e-02,-4.404010000000000737e-03,4.771242384461168301e-02,4.330841384461168314e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.012500000000000178e+00,2.205031250000000220e-01,2.431081406738281811e-02,-4.410062500000000787e-03,4.760288382648020927e-02,4.319282132648020328e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.019999999999999574e+00,2.208080000000000043e-01,2.437808643200000194e-02,-4.416160000000000571e-03,4.749350522450045825e-02,4.307734522450045594e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.027499999999999858e+00,2.211151249999999957e-01,2.444594925188281129e-02,-4.422302500000000088e-03,4.738429410658955010e-02,4.296199160658954741e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.035000000000000142e+00,2.214245000000000241e-01,2.451440460012500530e-02,-4.428490000000000204e-03,4.727525651273101204e-02,4.284676651273101183e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.042499999999999538e+00,2.217361250000000061e-01,2.458345456500781248e-02,-4.434722500000000053e-03,4.716639845445488866e-02,4.273167595445488687e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.049999999999999822e+00,2.220499999999999974e-01,2.465310125000000005e-02,-4.440999999999999635e-03,4.705772591432844792e-02,4.261672591432844742e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.057500000000000107e+00,2.223661250000000256e-01,2.472334677375781845e-02,-4.447322500000000685e-03,4.694924484545782983e-02,4.250192234545782655e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.064999999999999503e+00,2.226844999999999797e-01,2.479419327012499438e-02,-4.453689999999999732e-03,4.684096117100035317e-02,4.238727117100035691e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.072499999999999787e+00,2.230051249999999985e-01,2.486564288813281065e-02,-4.460102500000000247e-03,4.673288078368750820e-02,4.227277828368750795e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.080000000000000071e+00,2.233280000000000265e-01,2.493769779200000550e-02,-4.466560000000000495e-03,4.662500954535910014e-02,4.215844954535910571e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.087499999999999467e+00,2.236531249999999804e-01,2.501036016113280733e-02,-4.473062499999999608e-03,4.651735328650780793e-02,4.204429078650780832e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.094999999999999751e+00,2.239804999999999990e-01,2.508363219012500062e-02,-4.479610000000000189e-03,4.640991780583482440e-02,4.193030780583482248e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.102500000000000036e+00,2.243101250000000269e-01,2.515751608875781836e-02,-4.486202500000000502e-03,4.630270886981629336e-02,4.181650636981629199e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.109999999999999432e+00,2.246419999999999806e-01,2.523201408199999413e-02,-4.492839999999999681e-03,4.619573221228047422e-02,4.170289221228047627e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.117499999999999716e+00,2.249761249999999990e-01,2.530712841000781060e-02,-4.499522500000000327e-03,4.608899353399580762e-02,4.158947103399580209e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.125000000000000000e+00,2.253124999999999989e-01,2.538286132812499901e-02,-4.506249999999999839e-03,4.598249850226984736e-02,4.147624850226984405e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.132500000000000284e+00,2.256511250000000357e-01,2.545921510688281889e-02,-4.513022500000000818e-03,4.587625275055887825e-02,4.136323025055888003e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.139999999999999680e+00,2.259919999999999984e-01,2.553619203199999910e-02,-4.519839999999999795e-03,4.577026187808844182e-02,4.125042187808844463e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.147499999999999964e+00,2.263351249999999981e-01,2.561379440438281072e-02,-4.526702500000000240e-03,4.566453144948447174e-02,4.113782894948447150e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.155000000000000249e+00,2.266805000000000347e-01,2.569202454012500803e-02,-4.533610000000000417e-03,4.555906699441546887e-02,4.102545699441546845e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.162499999999999645e+00,2.270281249999999973e-01,2.577088477050781118e-02,-4.540562500000000327e-03,4.545387400724509169e-02,4.091331150724509397e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.169999999999999929e+00,2.273780000000000245e-01,2.585037744200000681e-02,-4.547560000000000838e-03,4.534895794669555752e-02,4.080139794669555842e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.177500000000000213e+00,2.277301250000000332e-01,2.593050491625781967e-02,-4.554602500000001081e-03,4.524432423552188914e-02,4.068972173552189153e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.184999999999999609e+00,2.280844999999999956e-01,2.601126957012499935e-02,-4.561690000000000189e-03,4.513997826019648663e-02,4.057828826019648644e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.192499999999999893e+00,2.284411250000000226e-01,2.609267379563281683e-02,-4.568822500000001632e-03,4.503592537060446821e-02,4.046710287060446831e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.200000000000000178e+00,2.288000000000000311e-01,2.617472000000000548e-02,-4.576000000000001074e-03,4.493217087974962776e-02,4.035617087974962408e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.207499999999999574e+00,2.291611249999999933e-01,2.625741060563280965e-02,-4.583222500000000248e-03,4.482872006347070337e-02,4.024549756347070573e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.214999999999999858e+00,2.295245000000000202e-01,2.634074805012500547e-02,-4.590490000000000889e-03,4.472557816016829724e-02,4.013508816016829461e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.222500000000000142e+00,2.298901250000000285e-01,2.642473478625781760e-02,-4.597802499999999529e-03,4.462275037054205112e-02,4.002494787054205333e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.229999999999999538e+00,2.302579999999999905e-01,2.650937328199999901e-02,-4.605159999999999636e-03,4.452024185733838291e-02,3.991508185733838587e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.237499999999999822e+00,2.306281250000000171e-01,2.659466602050781711e-02,-4.612562500000000343e-03,4.441805774510822202e-02,3.980549524510822168e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.245000000000000107e+00,2.310005000000000253e-01,2.668061550012500519e-02,-4.620009999999999915e-03,4.431620311997536837e-02,3.969619311997536759e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.252499999999999503e+00,2.313751249999999871e-01,2.676722423438281095e-02,-4.627502500000000088e-03,4.421468302941468365e-02,3.958718052941467835e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.259999999999999787e+00,2.317520000000000135e-01,2.685449475200000352e-02,-4.635039999999999993e-03,4.411350248204062852e-02,3.947846248204062852e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.267500000000000071e+00,2.321311250000000215e-01,2.694242959688281785e-02,-4.642622500000000499e-03,4.401266644740579881e-02,3.937004394740579311e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.274999999999999467e+00,2.325124999999999831e-01,2.703103132812499643e-02,-4.650249999999999870e-03,4.391217985580942590e-02,3.926192985580942429e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.282499999999999751e+00,2.328961250000000094e-01,2.712030252000781350e-02,-4.657922500000000708e-03,4.381204759811575811e-02,3.915412509811576347e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.290000000000000036e+00,2.332820000000000171e-01,2.721024576200000572e-02,-4.665640000000000412e-03,4.371227452558243409e-02,3.904663452558242848e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.297499999999999432e+00,2.336701249999999785e-01,2.730086365875780685e-02,-4.673402499999999848e-03,4.361286544969843887e-02,3.893946294969843902e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.304999999999999716e+00,2.340605000000000047e-01,2.739215883012499977e-02,-4.681209999999999885e-03,4.351382514203187835e-02,3.883261514203187326e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.312500000000000000e+00,2.344531250000000122e-01,2.748413391113281590e-02,-4.689062500000000522e-03,4.341515833408736424e-02,3.872609583408736372e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.320000000000000284e+00,2.348480000000000290e-01,2.757679155200000801e-02,-4.696960000000000891e-03,4.331686971717277346e-02,3.861990971717277343e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.327499999999999680e+00,2.352451249999999994e-01,2.767013441813281210e-02,-4.704902500000000126e-03,4.321896394227574961e-02,3.851406144227575296e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.334999999999999964e+00,2.356445000000000067e-01,2.776416519012500292e-02,-4.712890000000000829e-03,4.312144561994922520e-02,3.840855561994922784e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.342500000000000249e+00,2.360461250000000233e-01,2.785888656375781758e-02,-4.720922500000000396e-03,4.302431932020650551e-02,3.830339682020651032e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.349999999999999645e+00,2.364499999999999935e-01,2.795430124999999724e-02,-4.728999999999999697e-03,4.292758957242539392e-02,3.819858957242539682e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.357499999999999929e+00,2.368561250000000007e-01,2.805041197500781139e-02,-4.737122499999999597e-03,4.283126086526137244e-02,3.809413836526136937e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.365000000000000213e+00,2.372645000000000171e-01,2.814722148012500577e-02,-4.745290000000000098e-03,4.273533764656992084e-02,3.799004764656992161e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.372499999999999609e+00,2.376751249999999871e-01,2.824473252188280936e-02,-4.753502499999999464e-03,4.263982432333772443e-02,3.788632182333772497e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.379999999999999893e+00,2.380880000000000218e-01,2.834294787200000373e-02,-4.761760000000000298e-03,4.254472526162247914e-02,3.778296526162247537e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.387500000000000178e+00,2.385031250000000380e-01,2.844187031738282245e-02,-4.770062500000000864e-03,4.245004478650176577e-02,3.767998228650176751e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.394999999999999574e+00,2.389204999999999801e-01,2.854150266012499618e-02,-4.778409999999999429e-03,4.235578718203029253e-02,3.757737718203029570e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.402499999999999858e+00,2.393401250000000147e-01,2.864184771750781511e-02,-4.786802499999999461e-03,4.226195669120563769e-02,3.747515419120563823e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.410000000000000142e+00,2.397620000000000307e-01,2.874290832200000756e-02,-4.795240000000000960e-03,4.216855751594267288e-02,3.737331751594266671e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.417499999999999538e+00,2.401861249999999726e-01,2.884468732125780588e-02,-4.803722499999999590e-03,4.207559381705598678e-02,3.727187131705599066e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.424999999999999822e+00,2.406125000000000069e-01,2.894718757812500196e-02,-4.812250000000000555e-03,4.198306971425069811e-02,3.717081971425070103e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.432500000000000107e+00,2.410411250000000227e-01,2.905041197063281885e-02,-4.820822500000000385e-03,4.189098928612140088e-02,3.707016678612139876e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.439999999999999503e+00,2.414719999999999922e-01,2.915436339199999755e-02,-4.829439999999999081e-03,4.179935657015898531e-02,3.696991657015898797e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.447499999999999787e+00,2.419051249999999986e-01,2.925904475063281079e-02,-4.838102500000000111e-03,4.170817556276544547e-02,3.687007306276544882e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.455000000000000071e+00,2.423405000000000142e-01,2.936445897012500417e-02,-4.846810000000000007e-03,4.161745021927647226e-02,3.677064021927647225e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.462499999999999467e+00,2.427781249999999835e-01,2.947060898925780992e-02,-4.855562499999999636e-03,4.152718445399175562e-02,3.667162195399175512e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.469999999999999751e+00,2.432179999999999898e-01,2.957749776199999903e-02,-4.864359999999999865e-03,4.143738214021266963e-02,3.657302214021267150e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.477500000000000036e+00,2.436601250000000052e-01,2.968512825750781528e-02,-4.873202499999999826e-03,4.134804711028776392e-02,3.647484461028776409e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.484999999999999432e+00,2.441044999999999743e-01,2.979350346012499262e-02,-4.882089999999999520e-03,4.125918315566530492e-02,3.637709315566530627e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.492499999999999716e+00,2.445511249999999803e-01,2.990262636938280719e-02,-4.891022499999999815e-03,4.117079402695314472e-02,3.627977152695315011e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.500000000000000000e+00,2.449999999999999956e-01,3.001249999999999751e-02,-4.899999999999998974e-03,4.108288343398584092e-02,3.618288343398584628e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.507499999999999396e+00,2.454511249999999922e-01,3.012312738188280964e-02,-4.909022499999998734e-03,4.099545504589863915e-02,3.608643254589864041e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.514999999999999680e+00,2.459044999999999981e-01,3.023451156012500057e-02,-4.918089999999999962e-03,4.090851249120839445e-02,3.599042249120839448e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.522499999999999964e+00,2.463601250000000131e-01,3.034665559500781401e-02,-4.927202500000000054e-03,4.082205935790141765e-02,3.589485685790141933e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.530000000000000249e+00,2.468180000000000374e-01,3.045956256200000808e-02,-4.936360000000000747e-03,4.073609919352780273e-02,3.579973919352780198e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.537499999999999645e+00,2.472781249999999875e-01,3.057323555175781027e-02,-4.945562500000000306e-03,4.065063550530249176e-02,3.570507300530249145e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.544999999999999929e+00,2.477405000000000024e-01,3.068767767012500064e-02,-4.954810000000000464e-03,4.056567176021262655e-02,3.561086176021262956e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.552500000000000213e+00,2.482051250000000264e-01,3.080289203813281820e-02,-4.964102500000000355e-03,4.048121138513144368e-02,3.551710888513144593e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.559999999999999609e+00,2.486719999999999764e-01,3.091888179199999559e-02,-4.973439999999999979e-03,4.039725776693825487e-02,3.542381776693825229e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.567499999999999893e+00,2.491411249999999911e-01,3.103565008313281109e-02,-4.982822500000000203e-03,4.031381425264446428e-02,3.533099175264446667e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.575000000000000178e+00,2.496125000000000149e-01,3.115320007812500541e-02,-4.992250000000000160e-03,4.023088414952585845e-02,3.523863414952585482e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.582499999999999574e+00,2.500861249999999925e-01,3.127153495875781286e-02,-5.001722499999999849e-03,4.014847072526050303e-02,3.514674822526050318e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.589999999999999858e+00,2.505620000000000069e-01,3.139065792199999955e-02,-5.011240000000000139e-03,4.006657720807248885e-02,3.505533720807248871e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.597500000000000142e+00,2.510401250000000029e-01,3.151057218000781479e-02,-5.020802500000000161e-03,3.998520678688144425e-02,3.496440428688144669e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.604999999999999538e+00,2.515204999999999802e-01,3.163128096012499807e-02,-5.030409999999999916e-03,3.990436261145741820e-02,3.487395261145741915e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.612499999999999822e+00,2.520031249999999945e-01,3.175278750488281371e-02,-5.040062500000000272e-03,3.982404779258128663e-02,3.478398529258128896e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.620000000000000107e+00,2.524880000000000457e-01,3.187509507200000924e-02,-5.049760000000000359e-03,3.974426540221048798e-02,3.469450540221048762e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.627499999999999503e+00,2.529751249999999674e-01,3.199820693438280156e-02,-5.059502499999998446e-03,3.966501847364990035e-02,3.460551597364990017e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.634999999999999787e+00,2.534644999999999815e-01,3.212212638012499483e-02,-5.069289999999998866e-03,3.958631000172777720e-02,3.451702000172778007e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.642500000000000071e+00,2.539561250000000325e-01,3.224685671250782093e-02,-5.079122500000001622e-03,3.950814294297674834e-02,3.442902044297675018e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.649999999999999467e+00,2.544499999999999540e-01,3.237240124999998803e-02,-5.088999999999998906e-03,3.943052021581966438e-02,3.434152021581966807e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.657499999999999751e+00,2.549461250000000234e-01,3.249876332625781933e-02,-5.098922500000000260e-03,3.935344470076004159e-02,3.425452220076003612e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.665000000000000036e+00,2.554445000000000188e-01,3.262594629012500330e-02,-5.108889999999999612e-03,3.927691924057739176e-02,3.416802924057739388e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.672499999999999432e+00,2.559451249999999956e-01,3.275395350563280877e-02,-5.118902500000000431e-03,3.920094664052686112e-02,3.408204414052685982e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.679999999999999716e+00,2.564480000000000093e-01,3.288278835200000166e-02,-5.128960000000000116e-03,3.912552966854332404e-02,3.399656966854332218e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.687500000000000000e+00,2.569531250000000044e-01,3.301245422363281029e-02,-5.139062499999999534e-03,3.905067105544991757e-02,3.391160855544991803e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.694999999999999396e+00,2.574604999999999810e-01,3.314295453012499476e-02,-5.149209999999999551e-03,3.897637349517060756e-02,3.382716349517060628e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.702499999999999680e+00,2.579701249999999946e-01,3.327429269625781227e-02,-5.159402500000001904e-03,3.890263964494684867e-02,3.374323714494684850e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.709999999999999964e+00,2.584819999999999895e-01,3.340647216199999631e-02,-5.169639999999999652e-03,3.882947212555835914e-02,3.365983212555835602e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.717500000000000249e+00,2.589961250000000215e-01,3.353949638250781906e-02,-5.179922499999999735e-03,3.875687352154762177e-02,3.357695102154761857e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.724999999999999645e+00,2.595124999999999793e-01,3.367336882812499432e-02,-5.190250000000000419e-03,3.868484638144815274e-02,3.349459638144815232e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.732499999999999929e+00,2.600311250000000296e-01,3.380809298438282318e-02,-5.200622500000001702e-03,3.861339321801652430e-02,3.341277071801652954e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.740000000000000213e+00,2.605520000000000058e-01,3.394367235199999971e-02,-5.211040000000000116e-03,3.854251650846780841e-02,3.333147650846780830e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.747499999999999609e+00,2.610751249999999635e-01,3.408011044688280533e-02,-5.221502500000000865e-03,3.847221869471460082e-02,3.325071619471459822e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.754999999999999893e+00,2.616005000000000136e-01,3.421741080012500463e-02,-5.232010000000000480e-03,3.840250218360918150e-02,3.317049218360917928e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.762500000000000178e+00,2.621281250000000451e-01,3.435557695800782463e-02,-5.242562500000000694e-03,3.833336934718915151e-02,3.309080684718914561e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.769999999999999574e+00,2.626580000000000026e-01,3.449461248200000330e-02,-5.253160000000000641e-03,3.826482252292599806e-02,3.301166252292599829e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.777499999999999858e+00,2.631901249999999970e-01,3.463452094875781040e-02,-5.263802499999999454e-03,3.819686401397676123e-02,3.293306151397676351e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.785000000000000142e+00,2.637245000000000283e-01,3.477530595012500586e-02,-5.274490000000000602e-03,3.812949608943867752e-02,3.285500608943867779e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.792499999999999538e+00,2.642611249999999856e-01,3.491697109313281200e-02,-5.285222499999999747e-03,3.806272098460661280e-02,3.277749848460661392e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.799999999999999822e+00,2.647999999999999798e-01,3.505951999999999680e-02,-5.295999999999999493e-03,3.799654090123311123e-02,3.270054090123310914e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.807500000000000107e+00,2.653411250000000110e-01,3.520295630813281840e-02,-5.306822500000000706e-03,3.793095800779129612e-02,3.262413550779129368e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.814999999999999503e+00,2.658844999999999681e-01,3.534728367012499040e-02,-5.317689999999998182e-03,3.786597443974011601e-02,3.254828443974011609e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.822499999999999787e+00,2.664301249999999621e-01,3.549250575375779981e-02,-5.328602499999999728e-03,3.780159229979210972e-02,3.247298979979211520e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.830000000000000071e+00,2.669780000000000486e-01,3.563862624200000995e-02,-5.339560000000000139e-03,3.773781365818345418e-02,3.239825365818345404e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.837499999999999467e+00,2.675281250000000055e-01,3.578564883300781180e-02,-5.350562499999999416e-03,3.767464055294635766e-02,3.232407805294636172e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.844999999999999751e+00,2.680804999999999993e-01,3.593357724012499754e-02,-5.361609999999999293e-03,3.761207499018349998e-02,3.225046499018349722e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.852500000000000036e+00,2.686351250000000301e-01,3.608241519188282176e-02,-5.372702500000001505e-03,3.755011894434454739e-02,3.217741644434454762e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.859999999999999432e+00,2.691919999999999868e-01,3.623216643199999448e-02,-5.383840000000000847e-03,3.748877435850472839e-02,3.210493435850472754e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.867499999999999716e+00,2.697511249999999805e-01,3.638283471938280611e-02,-5.395022499999999922e-03,3.742804314464512339e-02,3.203302064464512433e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.875000000000000000e+00,2.703125000000000111e-01,3.653442382812500250e-02,-5.406249999999999598e-03,3.736792718393492502e-02,3.196167718393493062e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.882499999999999396e+00,2.708761249999999676e-01,3.668693754750780578e-02,-5.417522500000000740e-03,3.730842832701526668e-02,3.189090582701527288e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.889999999999999680e+00,2.714419999999999611e-01,3.684037968199999069e-02,-5.428839999999999881e-03,3.724954839428464698e-02,3.182070839428464970e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.897499999999999964e+00,2.720101249999999915e-01,3.699475405125780825e-02,-5.440202499999998755e-03,3.719128917618605423e-02,3.175108667618605635e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.905000000000000249e+00,2.725805000000000033e-01,3.715006449012499962e-02,-5.451609999999999095e-03,3.713365243349527750e-02,3.168204243349527494e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.912499999999999645e+00,2.731531249999999966e-01,3.730631484863281000e-02,-5.463062500000000904e-03,3.707663989761083440e-02,3.161357739761083696e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.919999999999999929e+00,2.737279999999999713e-01,3.746350899199999557e-02,-5.474559999999999843e-03,3.702025327084492584e-02,3.154569327084492947e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.927500000000000213e+00,2.743051250000000385e-01,3.762165080063282346e-02,-5.486102500000001117e-03,3.696449422671579943e-02,3.147839172671579311e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.934999999999999609e+00,2.748844999999999761e-01,3.778074417012499547e-02,-5.497689999999999522e-03,3.690936441024105646e-02,3.141167441024105694e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.942499999999999893e+00,2.754661250000000061e-01,3.794079301125781456e-02,-5.509322500000001128e-03,3.685486543823209005e-02,3.134554293823209326e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.950000000000000178e+00,2.760500000000000176e-01,3.810180125000000445e-02,-5.520999999999999866e-03,3.680099889958943216e-02,3.127999889958943402e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.957499999999999574e+00,2.766361249999999550e-01,3.826377282750779985e-02,-5.532722500000000071e-03,3.674776635559905136e-02,3.121504385559905476e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.964999999999999858e+00,2.772244999999999848e-01,3.842671170012499499e-02,-5.544490000000000876e-03,3.669516934022926807e-02,3.115067934022926893e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.972500000000000142e+00,2.778151250000000516e-01,3.859062183938282570e-02,-5.556302500000002281e-03,3.664320936042861354e-02,3.108690686042860779e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.979999999999999538e+00,2.784079999999999888e-01,3.875550723199999714e-02,-5.568160000000000817e-03,3.659188789642419531e-02,3.102372789642419276e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.987499999999999822e+00,2.790031250000000185e-01,3.892137187988281566e-02,-5.580062500000001688e-03,3.654120640202073583e-02,3.096114390202073241e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,1.995000000000000107e+00,2.796005000000000296e-01,3.908821980012500835e-02,-5.592010000000000557e-03,3.649116630489998570e-02,3.089915630489998774e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,2.002499999999999503e+00,2.802001249999999666e-01,3.925605502500780636e-02,-5.604002499999998291e-03,3.644176900692076837e-02,3.083776650692077181e-02
-1.600000000000000033e-02,-1.000000000000000000e+00,2.009999999999999787e+00,2.808019999999999960e-01,3.942488160200000036e-02,-5.616040000000000962e-03,3.639301588441912899e-02,3.077697588441912629e-02
